source,url,title,ingredients,instructions
nosalty,https://www.nosalty.hu/recept/lusta-kenyer-barmikor,Lusta kenyér bármikor,"[""6 bögre Finomliszt 2,5 dl-es bögre"", ""60 g Instant élesztő"", ""tengeri 1 ek Só vagy himalája só"", ""langyos 7 dl Víz""]","[""A hideg kelt tésztáttetszés szerintire formázzuk,és sütőlaponkelesztjük 40-60 percig, mialatt a sütőt előmelegítjük 230 fokra."", ""Kelesztés után 20-30 percig sütjük, majd visszavesszük a hőt 200-ra, és aranybarnárasütjük."", ""Sütés utánrácson hűtjük.""]"
nosalty,https://www.nosalty.hu/recept/edesanyam-makos-dios-bejglije,Édesanyám mákos- és diós bejglije,"[""100 dkg Finomliszt + a nyújtáshoz"", ""20 dkg Cukor"", ""50 dkg Margarin"", ""10 dkg Élesztő"", ""1 dl Tej"", ""2 ek Tejföl"", ""2 db Tojás"", ""2 g Só"", ""60 dkg Mák darált"", ""30 dkg Cukor"", ""1 citromból nyert Citromhéj"", ""1 dl Víz ez kb mennyiség, annyi kell, hogy a cukrot éppen ellepje"", ""60 dkg Dió darálva"", ""30 dkg Cukor"", ""1 narancsból nyert Narancshéj"", ""1 dl Víz ez kb, mert annyi víz kell, hogy a cukrot éppen ellepje"", ""2 db Tojás""]","[""A margarint a sóval, liszttel elmorzsoljuk."", ""A tejet a cukorral meglangyosítjuk, és felfuttatjuk benne az élesztőt."", ""A tojásfehérjéket habbá verjük."", ""A margarinos lisztet, a felfuttatott élesztőt, a tojássárgáját, a tejfölt és a felvert tojásfehérjét összegyúrjuk."", ""Meleg helyen kelesztjük egy órát."", ""A cukrot lábosba tesszük, és annyi vizet öntünk rá, amennyi éppen ellepi. Felforraljuk kevergetve, hogy a cukor elolvadjon."", ""Ekkor belereszeljük az alaposan megsikált citrom héját, és beleöntjük a mákot. Összekeverjük, ha nagyon sűrű, pici vizet még teszünk hozzá, de vigyázzunk, hogy ne legyen híg! Kihűtjük."", ""A cukrot beleöntjük egy lábosba, és annyi vízzel, amennyi éppen ellepi felöntjük. Kevergetve felforraljuk, hogy a cukor elolvadjon."", ""Ekkor belereszeljük az alaposan megsikált narancs héját, és beleöntjük a darált diót. Ha nagyon sűrű, pici vizet tegyünk hozzá, de vigyázzunk, hogy ne legyen híg! Kihűtjük."", ""A megkelt tésztát nyolc egyenlő részre osztjuk."", ""Mindegyik gombócot kinyújtjuk, és négyet máktöltelékkel, négyet diótöltelékkel megtöltjük."", ""Sütőpapírral bélelt tepsibe fektetjük a rudakat (4-4 db-ot)."", ""A tojásokat enyhén felverjük, és lekenjük a bejgliket."", ""Előmelegített, 160 fokos sütőben kb. 30 percig sütjük szép pirosra.""]"
nosalty,https://www.nosalty.hu/recept/makos-suti-erdei-gyumolccsel,Mákos süti erdei gyümölccsel,"[""2 db Tojás"", ""20 dkg Finomliszt"", ""20 dkg Cukor"", ""10 dkg Mák"", ""2 dl Tej"", ""1 dl Napraforgó olaj"", ""5 dkg Erdei gyümölcs mix""]","[""A következő sorrendben minden hozzávalót összekeverünk: tej, cukor, liszt, tojás, mák, olaj."", ""Kivajazott tortaformába öntjük a masszát, amibe belehelyezzük a gyümölcsöket is."", ""Előmelegített sütőben 200 fokon 20-30 percig sütjük.""]"
nosalty,https://www.nosalty.hu/recept/epres-muffin-2,Epres muffin 2.,"[""30 dkg Finomliszt"", ""1 tk Sütőpor"", ""20 dkg Cukor"", ""2 db Tojás"", ""2 teáskanál Vaníliaaroma"", ""2 dl Tej"", ""5 dkg Vaj"", ""30 dkg Eper""]","[""A cukrot a tojásokkal, a vajjal és a vanília aromával 5 percig keverjük."", ""Hozzáadjuk a tejet."", ""Majd a lisztet a sütőporral elkeverjük, majd apránként hozzáadjuk ezt is."", ""A legvégén kerül bele a jól megmosott és feldarabolt eper. Nagyobb darabokra vágjuk."", ""Papírkosárkákkal kibéleljük a sütőformát, megsütjük.""]"
nosalty,https://www.nosalty.hu/recept/kolbaszos-pogacsa-katicabogaramtol,Kolbászos pogácsa Katicabogaramtól,"[""17 dkg Finomliszt"", ""17 dkg Rétesliszt"", ""2 ek Kacsazsír hideg"", ""5 dkg Kolbász füstölt"", ""1 ek Tejföl"", ""1 tasak Instant élesztő"", ""1 dl Tej langyos"", ""1 teáskanál Cukor"", ""0 ízlés szerint Só"", ""1 db Tojás"", ""1 db Tojás""]","[""A kétféle lisztben elmorzsoljuk a kacsazsírt, majd hozzáadjuk a többi hozzávalót, és jól összedolgozzuk. Ha túl kemény a tészta, akkor mehet még bele tej."", ""Fél órát hagyjuk kelni a tésztát, majd kinyújtjuk 1,5 cm vastagra, késsel megkarcoljuk a tetejét, és kiszaggatjuk a pogácsaszaggató segítségével."", ""Mielőtt a tepsibe raknánk, kicsit megformázzuk a pogácsákat, és lekenjük egy egész tojással."", ""Meleg helyen - lefedve egy konyharuhával - hagyjuk állni 15 percig, majd sütjük 25-30 percig. Jó étvágyat hozzá!""]"
nosalty,https://www.nosalty.hu/recept/kukoricas-kaposztasalata,Kukoricás káposztasaláta,"[""300 g Káposzta"", ""200 g Sárgarépa"", ""200 g Csemegekukorica konzerv"", ""75 g Crème fraîche 3 ek"", ""2 ek Mustár magos"", ""1 ek Napraforgó olaj"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""1 csipet Cukor"", ""2 evőkanál Víz""]","[""A káposztát legyaluljuk. A sárgarépát megtisztítjuk, durvára reszeljük. A kukorica konzervet leszűrjük."", ""A creme fraiche-t elkeverjük a mustárral, olajjal és 2 ek vízzel. Sóval, borssal, cukorral ízesítjük."", ""A káposztát összekeverjük a sárgarépával és a kukoricával. Ráöntjük a fűszeres creme fraiche-t, és jól összekavarjuk.""]"
nosalty,https://www.nosalty.hu/recept/zold-teas-panna-cotta-evi-neni-konyhajabol,Zöld teás panna cotta Évi néni konyhájából,"[""3 dl Habtejszín"", ""1 dl Tej"", ""6 dkg Cukor"", ""1 teáskanál Vanília kivonat"", ""1 ek Matcha teapor"", ""2 teáskanál Zselatin""]","[""0,8 dl tejhez adjuk a zselatint, és hagyjuk felolvadni (kb. 10 perc)."", ""A maradék tejet és a tejszínt összekeverjük a cukorral,forráspontig hevítjük, levesszük, hozzáadjuk a vaníliát és a matchaport, és jól elkeverjük, majd hozzáadjuk a tejben feloldott zselatint. Csomómentesre keverjük."", ""Négy formába szétosztjuk, hagyjuk kihűlni, majd legalább 2 órára hűtőbe tesszük megdermedni.""]"
nosalty,https://www.nosalty.hu/recept/epres-maktorta-gorbetorpe-konyhajabol,Epres máktorta Görbetörpe konyhájából,"[""4 db Tojás"", ""12 g Mák"", ""25 dkg Finomliszt"", ""25 dkg Cukor"", ""1 csomag Sütőpor"", ""2 dl Tej"", ""1 citromból nyert Citromlé"", ""500 g Joghurt"", ""10 dkg Cukor"", ""80 g Zselatin"", ""5 dl Növényi tejszín"", ""30 dkg Eper"", ""15 dkg Csokoládéforgács""]","[""A tészta hozzávalóiból kevert tésztát készítünk, amiből négy egyforma vastag, kör alakú lapot sütünk."", ""A krémhez kevés joghurtban felolvasztjuk a zselatint, hagyjuk hűlni, gyakran megkeverve."", ""A tejszínt habbá verjük, hozzáadjuk a cukrot, joghurtot, a villával összetört epret, és végül a megolvasztott zselatint is."", ""Kapcsos tortaformába rétegezzük a krémet a lapokkal, és legalább 5 órára a hűtőbe tesszük dermedni."", ""Csokiforgáccsal díszítjük.""]"
nosalty,https://www.nosalty.hu/recept/linzer-10-ischler-6,Linzer 10. - Ischler 6.,"[""50 dkg Finomliszt"", ""1 csomag Sütőpor"", ""25 dkg Cukor"", ""20 dkg Mangalica zsír"", ""2 db Tojás"", ""1 csomag Vaníliás cukor"", ""1 citromból nyert Citromhéj reszelt"", ""1 csipet Só"", ""5 dkg Sárgabaracklekvár"", ""20 dkg Tortabevonó"", ""5 dkg Margarin"", ""1 ek Napraforgó olaj""]","[""A tészta hozzávalóit jól összegyúrjuk, és 1 órára hűtőszekrénybe tesszük."", ""Majd fél cm vastagságúra kinyújtjuk."", ""Linzer: fodros szélű szaggatóval ugyanannyi lyukas és sima formát szaggatunk."", ""Ischler: 4-5 cm-es kör alakú szaggatóval kis köröket szaggatunk."", ""Ezután zsírpapírral kibélelt tepsibe tesszük a tésztákat, és előmelegített sütőben világosbarnára sütjük."", ""Ha kihűltek a formák, összeragasztjuk őket baracklekvárral."", ""Elkészítjük a csokimázat, és az összeragasztott ischlerek felső felét belemártjuk."", ""Ha megszáradt a tetejük, zárható dobozban tároljuk a csokoládés karikákat."", ""A linzert egy műanyag dobozba tesszük, és fogyasztás előtt porcukorral megszórjuk.""]"
nosalty,https://www.nosalty.hu/recept/nagyon-sajtos-cukkinis-quesadilla,Nagyon sajtos cukkinis quesadilla,"[""8 db Tortilla lap"", ""45 dkg Fejtett bab konzerv"", ""3 ek Olívaolaj"", ""8 dkg Edami sajt"", ""2 közepes db Cukkini"", ""2 közepes db Paradicsom"", ""1 közepes db Piros kaliforniai paprika"", ""1 közepes db Lilahagyma"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""1 db Chili""]","[""A lilahagymát vékony csíkokra vágjuk, a paradicsomot és a paprikát felkockázzuk, a sajtot lereszeljük, a cukkinit vékonyan felkarikázzuk."", ""Egy gáztepsit kibélelünk sütőpapírral, a cukkinit beletesszük, sózzuk, borsozzuk, és 180 fokra előmelegített sütőben kb. 20 perc alatt átsütjük-grillezzük."", ""Közben az olívaolajat egy nagyobb serpenyőben felhevítjük, hozzáadjuk a hagymát. Pár percig kevergetjük, majd mehet hozzá a paradicsom és a kaliforniai paprika és a chili."", ""Kb. 15 percig főzzük közepes lángon, majd hozzáadjuk a konzerv babot. Sózzuk, borsozzuk, és még 10 percig főzzük."", ""A tortillalapokat egy másik serpenyőbe tesszük, jól megszórjuk sajttal, teszünk rá a babos-paradicsomos feltétből, és a grillezett cukkiniből is. Félbehajtjuk, és előbb az egyik oldalát sütjük 5-6 percig, majd a másikat. Akkor jó, ha a sajt elolvadt, és a tortilla szép aranybarna lett.""]"
nosalty,https://www.nosalty.hu/recept/szenhidratcsokkentett-citromtorta,Szénhidrátcsökkentett citromtorta,"[""40 db Háztartási keksz"", ""25 dkg Mascarpone"", ""cukrozatlan 200 ml Habtejszín"", ""1 csomag Zselatinfix"", ""1 dl Tej"", ""5 dkg Vaj"", ""1 db Tojássárgája"", ""2 ek Cukor vagy édesítőszer"", ""3 ml Folyékony édesítőszer ízlés szerint"", ""3 db Citrom""]","[""A háztartási kekszet egy mély tálban összetördeljük, a felolvasztott vajjal nyakon öntjük, adagonként hozzáadjuk a langyos tejet és egy fél citrom leszűrt levét. Közepes keménységű masszát gyúrjunk. Nem baj, ha lágyabb lesz, a hűtőben meg fog dermedni, a nagyobb kekszdarabok pedig megpuhulni."", ""Ezt a masszát egy leheletnyire kivajazott kapcsos tortaformába nyomkodjuk, és hűtőbe tesszük, amíg a krém el nem készül."", ""Az előzőleg lehűtött tejszínből és a zselatinfixből (a használati útmutatója szerint) kemény habot verünk."", ""Egy másik tálban 1 tojássárgáját 2 ek kristálycukorral kikeverünk (helyettesíthető folyékony édesítőszerrel vagy xilittel). Belekanalazzuk a mascarponét, és robotgéppel felhabosítjuk."", ""Miután kész, a felvert kemény tejszínt is belevegyítjük. Belereszelünk 2 citrom héját, belefacsarjuk 1 citrom levét (saját ízlés szerint a citromok mennyiségével játszadozva, ki mennyire szereti savanykásan - esetleg lime-vel), és tovább turmixoljuk, a folyékony édesítőt ekkor adjuk hozzá pici adagokban, természetesen kóstolgatva, amíg el nem éri a nekünk megfelelő édességet."", ""Miután kész, a tortaformába nyomkodott kekszágyra öntjük, eligazítjuk egyenletesre, és 3 órát pihentetjük a hűtőszekrényben."", ""Tetejét citromkarikákkal díszíthetjük. Fogyasztás előtt késsel körbevágjuk a forma széleit, és ezután kapcsoljuk ki a \""keretből\"". Magán a tortaforma alján tálaljuk a süteményt, és a tortaformába visszarakva, alufóliával letakarva tároljuk, bár arra,hogy sokáig álljon, még nem volt példa.""]"
nosalty,https://www.nosalty.hu/recept/csokis-meggyes-maci-muffin-citrommazzal,Csokis-meggyes maci muffin citrommázzal,"[""10 dkg Finomliszt"", ""8 dkg Cukrozatlan kakaópor"", ""7 dkg Dió darált vagy mandula"", ""2 db Tojás"", ""5 ek Cukor"", ""1 kk Sütőpor"", ""1 dl Napraforgó olaj"", ""0 dl Tej amennyit felvesz a tészta, hogy ne legyen se túl kemény, se túl folyós"", ""7 dkg Étcsokoládé kb. 70 %-os"", ""10 dkg Meggy aszalt vagy fagyasztott"", ""2 ek Citromlé frissen facsart"", ""5 dkg Porcukor szükség szerint""]","[""A meggyet, ha aszalt, tejbe áztatjuk, hogy puhuljon."", ""A csokit durvára vágjuk."", ""A folyékony anyagokat összekeverjük egy kevés tejjel, amelybe beáztattuk az aszalt meggyet, nagyon jó lesz hozzá. Majd a por alapú anyagokat is külön összekeverjük."", ""Vegyítjük a por és a folyékony anyagokat, ha kell, még adunk hozzá tejet. Belekeverjük a csokit és a meggyet."", ""Muffintepsibe kanalazzuk - nekem van maci formájú tepsim -, és előmelegített sütőben megsütjük."", ""Közben elkészítjük a citrommázat: a kevés citromléhez porcukrot keverünk, annyit, hogy nagyon sűrű masszát kapjunk, ami nem folyik szét, és majd tudjuk vele a muffinokat díszíteni."", ""Ha kihűltek a muffinok, egy tiszta, nem használt nejlonzacskóba kanalazzuk a mázat, a zacskó egyik sarkán egy pici lyukat vágunk, ahol kinyomjuk a mázat. Fantáziánk szerint díszíthetjük a muffinokat.""]"
nosalty,https://www.nosalty.hu/recept/zoldseges-csirkes-pure-babaknak,Zöldséges-csirkés püré babáknak,"[""1 nagy db Sárgarépa"", ""1 közepes db Fehérrépa"", ""0 db Karalábé"", ""1 db Burgonya nagy"", ""20 dkg Csirkemellfilé"", ""1 teáskanál Napraforgó olaj"", ""0 ízlés szerint Petrezselyem apróra vágva""]","[""Főzzünk a család többi tagjának egy jó erős húslevest, tele mindenféle jóval!"", ""Ha csak a picinek főzünk, akkor először a megtisztított, négyfelé vágott karalábét kezdjük főzni a csirkemellel."", ""Nagyjából félidőben tegyük hozzá a répákat és a burgonyát."", ""Mikor majdnem kész, szórjunk bele apróra vágott petrezselymet."", ""Ha minden megfőtt, szedjük ki, a húst vágjuk pici kockákra, a zöldségeket villával törjük össze (vagy az egészet turmixoljuk össze némi húslével, ha a baba még pürét eszik), keverjünk hozzá egy kis kanálnyi olajat és kezdődhet a harc a babával, hogy úgy etessük meg, hogy utána ne kelljen újrafesteni a konyhát:).""]"
nosalty,https://www.nosalty.hu/recept/alma-kivi-narancs-smoothie,Alma-kivi-narancs smoothie,"[""1 db Alma"", ""3 közepes db Kivi"", ""2 közepes db Narancs""]","[""Az almát meghántjuk, magházát kivágjuk, durva darabokra vágjuk."", ""A kivit meghántjuk, darabokra vágjuk."", ""A narancsokat kipréseljük."", ""Az almát és a kivit egy magas edénybe rakjuk. Hozzáöntjük a narancslevet, botmixerrel pürésítjük, majd pohárba töltjük.""]"
nosalty,https://www.nosalty.hu/recept/padlizsanfasirt-ricottas-martogatoval,Padlizsánfasírt ricottás mártogatóval,"[""35 dkg Padlizsán"", ""2 db Tojásfehérje"", ""3 dkg Parmezán sajt reszelve"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""0 ízlés szerint Rozmaring"", ""0 dl Száraz vörösbor"", ""1 ek Zsemlemorzsa szükség szerint, amennyit a fasírt felvesz"", ""25 dkg Ricotta"", ""3 dkg Rukkola"", ""2 kk Oregánó""]","[""A padlizsánt megmossuk, szárát levágjuk, megpucoljuk, és kis kockákra vágjuk."", ""Lesózzuk, 20 percet állni hagyjuk, majd leöblítjük és leszárítjuk."", ""Serpenyőbe tesszük, és pici vízzel, valamint a fél dl vörösborral puhára pároljuk."", ""Ha kész, villával pépesítjük."", ""Hozzákeverjük a fűszereket, a tojásfehérjét, és a parmezánt, valamint annyi zsemlemorzsát, hogy formázható masszát kapjunk."", ""Maradék zsemlemorzsába forgatjuk, olívaolajjal vékonyan kikent tepsibe tesszük, és addig sütjük, amíg szép színt nem kap."", ""A krémhez apróra vágjuk a rukkolát, és az oreganó társaságában belekeverjük a ricottába."", ""Ha a padlizsánfasírt elkészült, megvárjuk, míg kihűl, és együtt tálaljuk őket.""]"
nosalty,https://www.nosalty.hu/recept/kacsaleves-kokusztejjel-zoldsegekkel,Kacsaleves kókusztejjel és zöldségekkel,"[""1 közepes db Kacsamell sült"", ""1 közepes db Vöröshagyma"", ""2 ek Napraforgó olaj"", ""2 közepes db Újhagyma zöldje"", ""20 dkg Zöldborsó"", ""1 közepes db Sárgarépa"", ""1 kis db Fehérrépa"", ""2 dl Kókusztej"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""0 ízlés szerint Gyömbérpor"", ""3 ek Szójaszósz"", ""2 csipet Cayenne paprika"", ""10 dkg Ázsiai tészta"", ""1 l Víz""]","[""A kacsáról leszedjük a bőrt. Felkockázzuk apró darabokra a hagymával együtt. A hagymát megpirítjuk, majd rádobjuk a kacsát. Felöntjük vízzel (kb. 1,5 literrel)."", ""A felkockázott répát, és fehérrépát is hozzáadjuk a leveshez, megfűszerezzük, a szójaszószt is hozzáadjuk."", ""Mikor már puha a répa, hozzáadjuk a borsót, a kókusztejet és a tésztát. Kb. 10 percig főzzük, és forrón tálaljuk az újhagyma felkockázott zöldjével.""]"
nosalty,https://www.nosalty.hu/recept/turos-pite-szilvasgomboc-konyhajabol,Túrós pite Szilvásgombóc konyhájából,"[""50 dkg Finomliszt"", ""25 dkg Vaj"", ""25 dkg Porcukor"", ""2 db Tojássárgája"", ""2 ek Tejföl"", ""1 csomag Sütőpor"", ""félzsíros 1 kg Tehéntúró"", ""3 db Tojás"", ""15 dkg Cukor"", ""2 ek Tejföl"", ""2 dl Tej"", ""kezeletlen 1 citromból nyert Citromhéj reszelt héja"", ""1 teáskanál Vanília kivonat"", ""1 evőkanál Étkezési keményítő"", ""2 csapott ek Búzadara"", ""1 csipet Só"", ""1 db Tojás felverve"", ""2 teáskanál Porcukor""]","[""Mivel a tésztát nem kell pihentetni, ezért érdemes először a túrótöltelékkel kezdeni."", ""A töltelékhez először készítünk egy vaníliapudingot, ehhez 3 tojást kettéválasztunk, a sárgáját egy közepes lábosba tesszük, hozzáadjuk a cukor háromnegyedét, a vaníliát, a keményítőt, és habverővel jó alaposan kikeverjük fehéredésig. Hozzáadjuk a tejet, és folyamatosan kevergetve addig főzzük, amíg besűrűsödik, majd levesszük a tűzről, és hagyjuk hűlni."", ""A túrót egy nagyobb tálba tesszük, belereszeljük a citrom héját, beletesszük a tejfölt, a búzadarát és a már kihűlt vaníliapudingot. Az egészet gépi habverővel jó alaposan kikeverjük."", ""A tészta hozzávalóit összegyúrjuk, elfelezzük, és lisztezett munkalapon tepsi méretűre nyújtjuk, és belehelyezzük a tepsibe."", ""A töltelékhez a tojások fehérjét kemény habbá verjük, a maradék cukorral és egy csipet sóval."", ""Hozzákeverjük óvatosan a túróhoz, és az egészet rásimítjuk a tésztára."", ""A tészta másik felét is kinyújtjuk, és ráhelyezzük a töltelékre. A tetejét megkenjük egy felvert tojással, és villával egyenletesen megszurkáljuk."", ""Előmelegített sütőben 190 fokon 35-40 perc alatt készre sütjük."", ""Miután megsült, hűlni hagyjuk, majd kockára vágjuk, és a tetejét megszórjuk porcukorral.""]"
nosalty,https://www.nosalty.hu/recept/mezeskalacs-likor,Mézeskalács likőr,"[""7 dl Whiskey"", ""30 dkg Méz"", ""7 g Fahéj egész"", ""5 g Szegfűszeg egész"", ""1 kk Gyömbér őrölt"", ""1 narancsból nyert Narancslé"", ""1 narancsból nyert Narancshéj"", ""10 dl Habtejszín"", ""2 db Tojássárgája"", ""2 ek Cukrozatlan kakaópor"", ""1 csipet Só"", ""20 dkg Cukor"", ""2 dl Víz""]","[""Egy nagy, kb. 5 literes befőttes üvegbe beleöntjük a whiskeyt, a mézet és a fűszereket. A megmosott narancs levét kifacsarjuk, és a héjával együtt azt is hozzáadjuk a whiskeyhez."", ""Ezt az egyveleget 2-3 hétig állni hagyjuk, hogy összeérjenek az ízek. Naponta megrázogatjuk, hogy a méz felolvadjon."", ""A vízből és a cukorból szirupot főzünk, amihez hozzáadjuk a kakaóport és a sót."", ""A tojássárgáját kb. 2 dl tejszínben elkeverjük, és hozzáadjuk a tűzről levett kakaós cukorsziruphoz. Ehhez hozzáadjuk a többi tejszínt is."", ""Amikor a tejszín kihűlt, a leszűrt whiskeyt hozzáadjuk. Újra átszűrve, fél literes üvegekbe töltjük."", ""4 db 5 dl-es üveg telt meg ezzel a mennyiséggel.""]"
nosalty,https://www.nosalty.hu/recept/sajtos-rud-jucustol,Sajtos rúd Jucustól,"[""30 dkg Finomliszt"", ""3 dkg Élesztő"", ""1 db Tojássárgája"", ""1 teáskanál Só"", ""20 dkg Margarin"", ""1 dl Tej"", ""1 teáskanál Cukor"", ""5 dkg Trappista sajt lereszelve""]","[""Az élesztőt felfuttatjuk langyos tejben a cukorral."", ""A lisztet elmorzsoljuk a margarinnal, hozzáadjuk a tojássárgáját és a sót. Jól összedolgozzuk."", ""Nem túl vastagra, kb. 1/2 cm vékonyra nyújtjuk. A tetejét megkenjük tojással, megszórjuk reszelt sajttal."", ""Derelyevágóval rudakra vágjuk, és előmelegített sütőben megsütjük.""]"
nosalty,https://www.nosalty.hu/recept/szabolcsi-toltott-kaposzta-katharosztol,Szabolcsi töltött káposzta Katharosztól,"[""1 kg Káposzta 2 db kis fej"", ""80 dkg Darált sertéshús"", ""15 dkg Füstölt szalonna"", ""2 nagy fej Vöröshagyma"", ""3 gerezd Fokhagyma"", ""10 dkg Rizs három marék"", ""0 ízlés szerint Só"", ""0 ízlés szerint Bors"", ""1 ek Fűszerpaprika"", ""2 db Babérlevél"", ""1 csokor Kapor"", ""1 db Tojás"", ""20 dkg Sűrített paradicsom"", ""1 db Leveskocka ízlés szerint"", ""5 dkg Mangalica zsír"", ""450 g Tejföl""]","[""Egy fazékban vizet forralunk, belerakjuk a káposztákat, és megabáljuk, egyesével leszedjük a szükséges mennyiségű leveleket. A többit vékony csíkokra szeleteljük."", ""Egy nagy fazékban megdinszteljük az egyik fej finomra vágott hagymát, 5 dkg kockára vágott szalonnával. Ha kész, a tűzről lehúzva pirospaprikával megszórjuk, elkeverjük, rádobjuk a felszeletelt káposztát, és átforgatjuk."", ""A másik fej hagymát szintén megdinszteljük a zúzott fokhagymával együtt, majd pirospaprikával megszórjuk, és a darált hússal elkeverjük. Hozzáadjuk a tojást, rizst (gyors rizs is lehet), a 10 dkg darált szalonnát, sózzuk, borsozzuk, de a sóval vigyázzunk, mert a szalonna is sós."", ""Az apró leveleket megtöltjük, és a káposzta tetejére rakosgatjuk. A sűrített paradicsomot felhígítjuk annyi vízzel, hogy az jól ellepje majd a káposztát, ésfelöntjük vele. Hozzáadjuk a leveskockát, babérlevelet és a finomra vágott kaprot."", ""Lefedve lassú tűzőn készre főzzük, mire megfő, elpárolog a leve, de azért egy kicsi maradjon rajta, ne legyen teljesen száraz."", ""Tejföllel tálaljuk.""]"
nosalty,https://www.nosalty.hu/recept/savanyitott-cukkini,Savanyított cukkini,"[""zsenge 1 kg Cukkini"", ""3 gerezd Fokhagyma"", ""3 szál Kakukkfű"", ""6 dl Víz"", ""2 dl Fehérborecet"", ""1 teáskanál Só"", ""10 dkg Cukor"", ""1 ek Fekete bors"", ""1 ek Mustármag"", ""2 db Chili""]","[""A cukkiniket megmossuk, szárazra töröljük, és vékony szeletekre gyaluljuk."", ""Egy kisebb fazékba felforraljuk a vizet az ecettel, beledobjuk a fűszereket, az apróra vágott fokhagymát, cukrot és a sót."", ""Amikor gyöngyözik, mehet bele a cukkini. Három perc után levesszük, tisztára mosott üvegekbe töltjük."", ""Száraz dunsztba tesszük 24 órára.""]"
nosalty,https://www.nosalty.hu/recept/sajtba-bujtatott-csirkemell,Sajtba bújtatott csirkemell,"[""2 db Csirkemellfilé"", ""15 dkg Trappista sajt reszelt"", ""10 dkg Füstölt sajt reszelt"", ""3 dl Tej"", ""3 db Tojás"", ""450 g Tejföl"", ""5 gerezd Fokhagyma"", ""0 ízlés szerint Só"", ""10 dkg Finomliszt"", ""2 ek Napraforgó olaj""]","[""A csirkemelleket előző este megmossuk, megtöröljük, elfelezzük, és egyenként 3-3 szeletre vágjuk. Besózzuk, majd kis pihentetés után a zúzott fokhagymás tejbe áztatjuk, és hideg helyre tesszük."", ""Másnap a panírozáshoz előkészítünk egy kis tálat a lisztnek, egy másikat a tojásnak, egy harmadikat pedig a kétféle reszelt sajt keverékének. A csirkemellekről leöntött fokhagymás tejet a tojáshoz adjuk, kicsit sózzuk."", ""Egy tűzálló tálat kiolajozunk. A húsokat egyenként először lisztben, majd a felver tojásban, végül a reszelt sajtban megforgatjuk, és a sütőtálba egymás mellé lerakjuk. Ha egy réteg kész, akkor tejfölből pár kiskanállal belepottyintunk."", ""A következő réteg húst ugyanígy rakjuk le sorban."", ""A megmaradt felvert tojást, reszelt sajtot és tejfölt összekeverjük, és a húsokra öntjük."", ""Kb. 200 fokon 25-30 percig sütjük anélkül, hogy betakarnánk.""]"
nosalty,https://www.nosalty.hu/recept/gyumolcsos-zabkeksz,Gyümölcsös zabkeksz,"[""200 g Zabpehely"", ""200 g Finomliszt"", ""1 tk Só"", ""1 tk Sütőpor"", ""240 g Aszalt gyümölcsök sárgabarack, szilva, meggy"", ""120 g Vaj"", ""200 g Barna cukor"", ""50 ml Juharszirup"", ""3 db Tojás""]","[""Egy tálban elkeverjük a zabpelyhet a liszttel, sóval, sütőporral és az apró darabokra vágott aszalt gyümölcsökkel."", ""Egy serpenyőben közepes lángon vajat olvasztunk, majd hozzáadjuk a barna cukrot és juharszirupot, majd kb. 5 percig főzzük. Ha elkezd habzani, ideje levenni a tűzről, és a zabos keverékbe önteni."", ""Jól összekeverjük, majd hozzáadjuk a tojásokat, és ragacsos masszává gyúrjuk."", ""Nedves kézzel kb. 40 grammos golyókat gyúrunk, sütőpapírral bélelt tepsire helyezzük, majd finoman lenyomkodjuk őket."", ""170 fokon 15-20 percig sütjük, 10 percet pihentetjük, majd fogyaszthatjuk is!""]"
