Source,Target,Type,Id,Label,Weight
ecet,Torzsa-saláta,Undirected,1156,,1
ecet,Ugorka-saláta,Undirected,1157,,1
ecet,Kendermag-cibre,Undirected,1158,,1
ecet,Nyers káposzta-saláta,Undirected,1159,,1
ecet,Ugorkát télre sózni,Undirected,1160,,1
ecet,Fenyőgombát főzni,Undirected,1161,,1
ecet,Lencseleves,Undirected,1162,,1
ecet,Olaj-spék,Undirected,1163,,1
ecet,Csukát csuka-lével,Undirected,1164,,1
ecet,Ecetes cibre,Undirected,1165,,1
ecet,Hal fekete lével,Undirected,1166,,1
ecet,Zuppon-lév,Undirected,1167,,1
ecet,"Szömörcsök-gomba, azaz kucsmagomba főve",Undirected,1168,,1
ecet,Viza ikra,Undirected,1169,,1
ecet,Új káposzta,Undirected,1170,,1
ecet,Sódar gyümölcsös lével,Undirected,1171,,1
ecet,Malac hidegen,Undirected,1172,,1
ecet,Tyúk-saláta,Undirected,1173,,1
ecet,Hagyma lével,Undirected,1174,,1
ecet,"Tyúkmony-saláta, azaz tojás-saláta",Undirected,1175,,1
ecet,"Szegfüves sása, azaz szegfüves mártás",Undirected,1176,,1
borkő,Új káposzta,Undirected,1177,,1
borkő,"Tyúkfi, azaz csirke borkőben való",Undirected,1178,,1
Tehénhús árpa-kásával,tehénhús,Undirected,1179,,1
Tehénhús árpa-kásával,árpagyöngy,Undirected,1180,,1
Tehénhús árpa-kásával,petrezselyemlevél,Undirected,1181,,1
Tehénhús árpa-kásával,petrezselyemgyökér,Undirected,1182,,1
Tehénhús árpa-kásával,citromlé,Undirected,1183,,1
Tehénhús árpa-kásával,víz,Undirected,1184,,1
tehénhús,Tehénhús tiszta borssal,Undirected,1185,,1
tehénhús,Tehénhús tormával,Undirected,1186,,1
árpagyöngy,3-methylbutanal,Undirected,1187,,1
árpagyöngy,"2,3-butanedione",Undirected,1188,,1
árpagyöngy,Árpa-kása,Undirected,1189,,1
3-methylbutanal,fehér kenyér,Undirected,1190,,1
3-methylbutanal,kenyér,Undirected,1191,,1
3-methylbutanal,kenyérbél,Undirected,1192,,1
3-methylbutanal,kenyér (bél),Undirected,1193,,1
3-methylbutanal,fehér kenyérbél,Undirected,1194,,1
3-methylbutanal,cipó,Undirected,1195,,1
3-methylbutanal,vízben áztatott kenyér,Undirected,1196,,1
3-methylbutanal,kenyércipó,Undirected,1197,,1
petrezselyemlevél,myristicin,Undirected,1198,,1
petrezselyemlevél,apiole,Undirected,1199,,1
petrezselyemlevél,"1,3,8-p-menthatriene",Undirected,1200,,1
petrezselyemlevél,Vadalmával,Undirected,1201,,1
petrezselyemlevél,Tormás téjfel,Undirected,1202,,1
petrezselyemlevél,Tyúk tiszta borssal,Undirected,1203,,1
petrezselyemlevél,Kenyér-kása,Undirected,1204,,1
petrezselyemlevél,"Tyúkfi, azaz csirke sóban",Undirected,1205,,1
petrezselyemlevél,Töltött tyúk,Undirected,1206,,1
petrezselyemlevél,Lábból való saláta,Undirected,1207,,1
petrezselyemlevél,Bárányfő hidegen,Undirected,1208,,1
petrezselyemlevél,"Lapos tüdő, máj",Undirected,1209,,1
petrezselyemlevél,Téjfellel,Undirected,1210,,1
petrezselyemlevél,Mikó-lév,Undirected,1211,,1
petrezselyemlevél,Töltelék,Undirected,1212,,1
petrezselyemlevél,"Vajas klödör, azaz vajas gombóc",Undirected,1213,,1
petrezselyemlevél,Zólnai lév,Undirected,1214,,1
petrezselyemlevél,Rák tejföllel,Undirected,1215,,1
petrezselyemlevél,Hal téjfellel,Undirected,1216,,1
petrezselyemlevél,Vereshagymát fõzni,Undirected,1217,,1
petrezselyemlevél,Rák töltve,Undirected,1218,,1
petrezselyemlevél,Miskuláncia-saláta,Undirected,1219,,1
petrezselyemlevél,Párolt rák,Undirected,1220,,1
petrezselyemlevél,"Cicer, azaz bagoly-borsó",Undirected,1221,,1
petrezselyemlevél,Zöld lével,Undirected,1222,,1
petrezselyemlevél,"Kolbász, lévre",Undirected,1223,,1
myristicin,petrezselyemgyökér,Undirected,1224,,1
myristicin,petrezselyem,Undirected,1225,,1
myristicin,petrezselyemzöld,Undirected,1226,,1
myristicin,szerecsendió-virág,Undirected,1227,,1
myristicin,zöld petrezselyem,Undirected,1228,,1
myristicin,kapor,Undirected,1229,,1
myristicin,friss kapor,Undirected,1230,,1
myristicin,szerecsendió,Undirected,1231,,1
apiole,petrezselyemgyökér,Undirected,1232,,1
apiole,petrezselyem,Undirected,1233,,1
apiole,petrezselyemzöld,Undirected,1234,,1
apiole,zöld petrezselyem,Undirected,1235,,1
"1,3,8-p-menthatriene",petrezselyem,Undirected,1236,,1
"1,3,8-p-menthatriene",petrezselyemzöld,Undirected,1237,,1
"1,3,8-p-menthatriene",zöld petrezselyem,Undirected,1238,,1
petrezselyemgyökér,falcarinol,Undirected,1239,,1
petrezselyemgyökér,Tehénhús rizskásával,Undirected,1240,,1
petrezselyemgyökér,Tehénhús tormával,Undirected,1241,,1
petrezselyemgyökér,Tormás téjfel,Undirected,1242,,1
petrezselyemgyökér,Törött lév,Undirected,1243,,1
petrezselyemgyökér,Német lév,Undirected,1244,,1
petrezselyemgyökér,Tyúk tiszta borssal,Undirected,1245,,1
petrezselyemgyökér,Pástétom-lével,Undirected,1246,,1
petrezselyemgyökér,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,1247,,1
petrezselyemgyökér,Kenyér-kása,Undirected,1248,,1
petrezselyemgyökér,Magyar lév,Undirected,1249,,1
petrezselyemgyökér,Balázs-lév,Undirected,1250,,1
petrezselyemgyökér,Keresdi lév,Undirected,1251,,1
petrezselyemgyökér,"Ecettel, hagymával",Undirected,1252,,1
petrezselyemgyökér,Bárányhúst német módon,Undirected,1253,,1
petrezselyemgyökér,"Lapos tüdő, máj",Undirected,1254,,1
petrezselyemgyökér,Szürke lév,Undirected,1255,,1
petrezselyemgyökér,Zólnai lév,Undirected,1256,,1
petrezselyemgyökér,Rák tejföllel,Undirected,1257,,1
petrezselyemgyökér,Hal téjfellel,Undirected,1258,,1
petrezselyemgyökér,Zuppon,Undirected,1259,,1
petrezselyemgyökér,Borsóleves,Undirected,1260,,1
petrezselyemgyökér,Lencseleves,Undirected,1261,,1
petrezselyemgyökér,Hal rizskásával,Undirected,1262,,1
petrezselyemgyökér,"Cicer, azaz bagoly-borsó",Undirected,1263,,1
petrezselyemgyökér,Törött lével hal,Undirected,1264,,1
petrezselyemgyökér,Tiszta borssal,Undirected,1265,,1
petrezselyemgyökér,Borított lév,Undirected,1266,,1
petrezselyemgyökér,"Kolbász, lévre",Undirected,1267,,1
citromlé,ascorbic acid,Undirected,1268,,1
citromlé,Pástétom-lével,Undirected,1269,,1
citromlé,Keresdi lév,Undirected,1270,,1
citromlé,Szürke lév,Undirected,1271,,1
citromlé,Madár-lév,Undirected,1272,,1
citromlé,Citrom-lév,Undirected,1273,,1
citromlé,Írós lév,Undirected,1274,,1
citromlé,"Tyúkfi, azaz csirke cipóban való",Undirected,1275,,1
citromlé,"Mondola-pogácsa, azaz mandula-pogácsa",Undirected,1276,,1
citromlé,"Apró veres szõlõ-, málna-, eper-liktáriomok",Undirected,1277,,1
citromlé,Fényes birsalma-liktárium,Undirected,1278,,1
citromlé,"Birsalma-liktáriom, melynek a leve fényes s megaluszik",Undirected,1279,,1
citromlé,Rózsa-liktáriom,Undirected,1280,,1
citromlé,Másképpen így főzd,Undirected,1281,,1
citromlé,"A birsalma-julepet, azaz birsalma-szirupot így fõzd",Undirected,1282,,1
citromlé,A citrom-pogácsát tiszta nádcukorból így csináld,Undirected,1283,,1
citromlé,"Tengeri szõlõbõl, azaz ribizlibõl, meggybõl, sóskából is így csináld; csakhogy,",Undirected,1284,,1
víz,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,1285,,1
víz,Tehénhús tiszta borssal,Undirected,1286,,1
víz,Kaszás lév,Undirected,1287,,1
víz,Vadalmával,Undirected,1288,,1
víz,Tehénhús tormával,Undirected,1289,,1
víz,Tormás téjfel,Undirected,1290,,1
víz,Laska,Undirected,1291,,1
víz,Törött lév,Undirected,1292,,1
víz,Tehénhús petrezselyemmel,Undirected,1293,,1
víz,"Murokkal, azaz sárgarépával",Undirected,1294,,1
víz,Máj rántva,Undirected,1295,,1
víz,Tüdő rántva,Undirected,1296,,1
víz,Fokhagyma-lével,Undirected,1297,,1
víz,Spékkel,Undirected,1298,,1
víz,Tyúk tiszta borssal,Undirected,1299,,1
víz,Fekete lév,Undirected,1300,,1
víz,"Klödör, azaz gombóc",Undirected,1301,,1
víz,"Berbécsfő-saláta, azaz juhfej-saláta",Undirected,1302,,1
víz,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,1303,,1
víz,Éles lév,Undirected,1304,,1
víz,Ludas kása,Undirected,1305,,1
víz,Balázs-lév,Undirected,1306,,1
víz,"Zsufa, azaz savanyú mártás",Undirected,1307,,1
víz,Bárányfő rántva,Undirected,1308,,1
víz,Vendég-lév,Undirected,1309,,1
víz,Galuska,Undirected,1310,,1
víz,Kocsonya,Undirected,1311,,1
víz,Lábból való saláta,Undirected,1312,,1
víz,Nyelvet főzni,Undirected,1313,,1
víz,"Ecettel, hagymával",Undirected,1314,,1
víz,Bárányhúst német módon,Undirected,1315,,1
víz,Luther-lév,Undirected,1316,,1
víz,"Lapos tüdő, máj",Undirected,1317,,1
víz,"Orjával, azaz a sertés hátgerincével",Undirected,1318,,1
víz,Gombát fõzni,Undirected,1319,,1
víz,Sült lév,Undirected,1320,,1
víz,Vadhús sülve,Undirected,1321,,1
víz,Deszpot-lév,Undirected,1322,,1
víz,Mikó-lév,Undirected,1323,,1
víz,"Leány-sarjával, azaz friss tormahajtással",Undirected,1324,,1
víz,Cifra lév,Undirected,1325,,1
víz,Fokhagymás pecsenye,Undirected,1326,,1
víz,Sült pástétom,Undirected,1327,,1
víz,Húst bésózni,Undirected,1328,,1
víz,Mandula-torta,Undirected,1329,,1
víz,Makaróni,Undirected,1330,,1
víz,Olasz makaróni,Undirected,1331,,1
víz,"Spanior lév, azaz spanyol lé",Undirected,1332,,1
víz,Írós lév,Undirected,1333,,1
víz,Zólnai lév,Undirected,1334,,1
víz,Kenyér-torta,Undirected,1335,,1
víz,Rák tejföllel,Undirected,1336,,1
víz,Hal téjfellel,Undirected,1337,,1
víz,Túrós étek,Undirected,1338,,1
víz,Olasz káposzta,Undirected,1339,,1
víz,Hüvelyes borsó,Undirected,1340,,1
víz,"Murok, azaz sárgarépa tejjel",Undirected,1341,,1
víz,Alma-kása,Undirected,1342,,1
víz,Tök téjjel,Undirected,1343,,1
víz,"Tyúkmony-lév, azaz tojás-lé",Undirected,1344,,1
víz,Serleves,Undirected,1345,,1
víz,Lapos tészta,Undirected,1346,,1
víz,"Pila, azaz rizskásából készült étel",Undirected,1347,,1
víz,Palacsinta,Undirected,1348,,1
víz,"Disilber, azaz tojásétel",Undirected,1349,,1
víz,"Piroska, azaz túróval töltött derelye",Undirected,1350,,1
víz,Süveg-fánk,Undirected,1351,,1
víz,Rák-sajt,Undirected,1352,,1
víz,Rántott rák,Undirected,1353,,1
víz,"Mondola-sása, azaz mandula-mártás",Undirected,1354,,1
víz,Birsalma-pástétom,Undirected,1355,,1
víz,"Körtvély-pástétom, azaz körte-pástétom",Undirected,1356,,1
víz,Kapros túrós béles,Undirected,1357,,1
víz,Vízleves,Undirected,1358,,1
víz,"Domika, azaz túróból és kenyérből készített étel",Undirected,1359,,1
víz,Pép,Undirected,1360,,1
víz,Lyukas kása,Undirected,1361,,1
víz,Köles-kása,Undirected,1362,,1
víz,Zab-kása,Undirected,1363,,1
víz,Ordás leves,Undirected,1364,,1
víz,Zuppon,Undirected,1365,,1
víz,Zsálya-fánk,Undirected,1366,,1
víz,Gutta-lév,Undirected,1367,,1
víz,"Szíjalt rák, azaz keskeny szeletre vágott rák",Undirected,1368,,1
víz,"Körtvély fõve, azaz körte fõzve",Undirected,1369,,1
víz,Torzsa-saláta,Undirected,1370,,1
víz,"Mondola-lév, azaz mandula-lé",Undirected,1371,,1
víz,Bot-lév,Undirected,1372,,1
víz,Kendermag-cibre,Undirected,1373,,1
víz,Ikrát főzni,Undirected,1374,,1
víz,Nyers káposzta-saláta,Undirected,1375,,1
víz,Borsóleves,Undirected,1376,,1
víz,Párolt rák,Undirected,1377,,1
víz,Korpa-cibre,Undirected,1378,,1
víz,Borsót főzni,Undirected,1379,,1
víz,Ugorkát télre sózni,Undirected,1380,,1
víz,Fenyőgombát főzni,Undirected,1381,,1
víz,Kínzott kása,Undirected,1382,,1
víz,Lencseleves,Undirected,1383,,1
víz,Olaj-spék,Undirected,1384,,1
víz,"Cicer, azaz bagoly-borsó",Undirected,1385,,1
víz,"Lémonyával, azaz citrommal",Undirected,1386,,1
víz,Törött lével hal,Undirected,1387,,1
víz,Csukát csuka-lével,Undirected,1388,,1
víz,"Olajos domika, azaz túróból és kenyérbõl készített étel",Undirected,1389,,1
víz,Zöld lével,Undirected,1390,,1
víz,Borsos szilva,Undirected,1391,,1
víz,Ecetes cibre,Undirected,1392,,1
víz,Hal fekete lével,Undirected,1393,,1
víz,Zuppon-lév,Undirected,1394,,1
víz,Tiszta borssal,Undirected,1395,,1
víz,Vizát viza-lével,Undirected,1396,,1
víz,Borított lév,Undirected,1397,,1
víz,Borsó laskával,Undirected,1398,,1
víz,Káposztás béles,Undirected,1399,,1
víz,Hagyma rántva,Undirected,1400,,1
víz,Káposzta-lév cibre,Undirected,1401,,1
víz,"Lönye, azaz kenyér- vagy kalácstészta",Undirected,1402,,1
víz,"Lása, azaz laskagomba",Undirected,1403,,1
víz,Sós víz,Undirected,1404,,1
víz,Olajos lév,Undirected,1405,,1
víz,Új káposzta,Undirected,1406,,1
víz,Rák tehénhús-lévben,Undirected,1407,,1
víz,"Tyúkfi, azaz csirke borkőben való",Undirected,1408,,1
víz,Báránybél édes téjjel,Undirected,1409,,1
víz,Sódar gyümölcsös lével,Undirected,1410,,1
víz,Sódar szegfüves lével,Undirected,1411,,1
víz,Malac hidegen,Undirected,1412,,1
víz,"Kolbász, lévre",Undirected,1413,,1
víz,"Tyúkmony-saláta, azaz tojás-saláta",Undirected,1414,,1
víz,"Más meggy-sása, azaz meggy-mártás",Undirected,1415,,1
víz,Mozsár-fánk,Undirected,1416,,1
víz,"Liktáriomok, azaz befőzöttek csinálásához megkívánt méz készítés",Undirected,1417,,1
víz,Görögdinnye-liktáriom,Undirected,1418,,1
víz,Fényes birsalma-liktárium,Undirected,1419,,1
víz,Másféle öntött birsalma-liktáriom,Undirected,1420,,1
víz,"Birsalma-liktáriom, melynek a leve fényes s megaluszik",Undirected,1421,,1
víz,Más fényes birsalma-liktáriom,Undirected,1422,,1
víz,Másféle fényes birsalma-liktáriom,Undirected,1423,,1
víz,Birsalmából piros liktáriom,Undirected,1424,,1
víz,Más egész meggy-liktáriom,Undirected,1425,,1
víz,Más egész meggybõl liktáriom,Undirected,1426,,1
víz,Más meggy-liktáriom,Undirected,1427,,1
víz,Fényes meggy-liktáriom,Undirected,1428,,1
víz,Másképpen így főzd,Undirected,1429,,1
víz,"Tengeri barack-liktáriom, azaz sárgabarack-befőtt",Undirected,1430,,1
víz,Zöld dió-liktáriom,Undirected,1431,,1
víz,Birsalma tésztát így csinálj,Undirected,1432,,1
víz,"A birsalma-julepet, azaz birsalma-szirupot így fõzd",Undirected,1433,,1
víz,"A szederjes viola-julepet, azaz viola-szirupot így csináld",Undirected,1434,,1
víz,Eleven gyömbért így csinálj,Undirected,1435,,1
víz,A birsalma-sajtot így csináld,Undirected,1436,,1
víz,Zsemlye-galuska,Undirected,1437,,1
víz,"A marcafántot, azaz marcipánt így csináld",Undirected,1438,,1
Tehénhús rizskásával,csirkehús,Undirected,1439,,1
Tehénhús rizskásával,rizs,Undirected,1440,,1
Tehénhús rizskásával,mazsola,Undirected,1441,,1
Tehénhús rizskásával,sáfrány,Undirected,1442,,1
csirkehús,2-methyl-3-furanthiol,Undirected,1443,,1
csirkehús,Laska,Undirected,1444,,1
csirkehús,Fekete lév,Undirected,1445,,1
csirkehús,Kenyér-kása,Undirected,1446,,1
csirkehús,Sárga lév,Undirected,1447,,1
csirkehús,Galuska,Undirected,1448,,1
csirkehús,Sült,Undirected,1449,,1
2-methyl-3-furanthiol,mogyoró,Undirected,1450,,1
rizs,2-acetyl-1-pyrroline,Undirected,1451,,1
rizs,Rántott rizskása,Undirected,1452,,1
rizs,"Pila, azaz rizskásából készült étel",Undirected,1453,,1
rizs,Palástos rizskása,Undirected,1454,,1
rizs,Hal rizskásával,Undirected,1455,,1
rizs,"Szömörcsök-gomba, azaz kucsmagomba főve",Undirected,1456,,1
rizs,Rizskása tejben,Undirected,1457,,1
2-acetyl-1-pyrroline,fehér kenyér,Undirected,1458,,1
2-acetyl-1-pyrroline,tojás,Undirected,1459,,1
2-acetyl-1-pyrroline,marhahúsleves,Undirected,1460,,1
2-acetyl-1-pyrroline,kenyér,Undirected,1461,,1
2-acetyl-1-pyrroline,húsleves,Undirected,1462,,1
2-acetyl-1-pyrroline,kenyérbél,Undirected,1463,,1
2-acetyl-1-pyrroline,kenyér (bél),Undirected,1464,,1
2-acetyl-1-pyrroline,sült hús,Undirected,1465,,1
2-acetyl-1-pyrroline,fekete kenyér,Undirected,1466,,1
2-acetyl-1-pyrroline,fehér kenyérbél,Undirected,1467,,1
2-acetyl-1-pyrroline,tojássárgája,Undirected,1468,,1
2-acetyl-1-pyrroline,zsemlemorzsa,Undirected,1469,,1
2-acetyl-1-pyrroline,cipó,Undirected,1470,,1
2-acetyl-1-pyrroline,tészta,Undirected,1471,,1
2-acetyl-1-pyrroline,rák,Undirected,1472,,1
2-acetyl-1-pyrroline,metélt tészta,Undirected,1473,,1
2-acetyl-1-pyrroline,zsemlekása,Undirected,1474,,1
2-acetyl-1-pyrroline,kalács,Undirected,1475,,1
2-acetyl-1-pyrroline,perec,Undirected,1476,,1
2-acetyl-1-pyrroline,pirított kenyér,Undirected,1477,,1
2-acetyl-1-pyrroline,kenyércipó,Undirected,1478,,1
mazsola,furaneol,Undirected,1479,,1
mazsola,ethyl butanoate,Undirected,1480,,1
mazsola,phenylacetaldehyde,Undirected,1481,,1
mazsola,Másképpen ugyanez,Undirected,1482,,1
mazsola,Sárga lév,Undirected,1483,,1
mazsola,Vendég-lév,Undirected,1484,,1
mazsola,Karbonáta,Undirected,1485,,1
mazsola,"Kappan-lév, azaz ivartalanított kakas-lé",Undirected,1486,,1
mazsola,Madár-lév,Undirected,1487,,1
mazsola,Gyümölcs-lév,Undirected,1488,,1
mazsola,Szegfüves lév,Undirected,1489,,1
mazsola,"Malozsa-lév, azaz mazsola-mártás sült alá",Undirected,1490,,1
mazsola,Töltött cipó,Undirected,1491,,1
mazsola,Bába-fánk,Undirected,1492,,1
mazsola,Paláta,Undirected,1493,,1
mazsola,"Körtvély-béles, azaz körte-béles",Undirected,1494,,1
mazsola,Kenyér-torta,Undirected,1495,,1
mazsola,Rántott rizskása,Undirected,1496,,1
mazsola,Olasz kolbász,Undirected,1497,,1
mazsola,Boros leves,Undirected,1498,,1
mazsola,Ostya-béles,Undirected,1499,,1
mazsola,"Pila, azaz rizskásából készült étel",Undirected,1500,,1
mazsola,Rák-sajt,Undirected,1501,,1
mazsola,"Tyúkmony-sajt, azaz tojás-sajt",Undirected,1502,,1
mazsola,Gutta-lév,Undirected,1503,,1
mazsola,Bot-lév,Undirected,1504,,1
mazsola,Sódar szegfüves lével,Undirected,1505,,1
furaneol,méz,Undirected,1506,,1
furaneol,cukor,Undirected,1507,,1
furaneol,nádcukor,Undirected,1508,,1
furaneol,édes bor,Undirected,1509,,1
furaneol,ostya,Undirected,1510,,1
furaneol,nádcukorszirup,Undirected,1511,,1
furaneol,eper,Undirected,1512,,1
furaneol,cukor (nádcukor),Undirected,1513,,1
furaneol,porcukor,Undirected,1514,,1
furaneol,cukorszirup,Undirected,1515,,1
ethyl butanoate,egres,Undirected,1516,,1
ethyl butanoate,dinnye,Undirected,1517,,1
phenylacetaldehyde,méz,Undirected,1518,,1
phenylacetaldehyde,bodzavirág,Undirected,1519,,1
phenylacetaldehyde,mézes bor,Undirected,1520,,1
sáfrány,safranal,Undirected,1521,,1
sáfrány,picrocrocin,Undirected,1522,,1
sáfrány,crocin,Undirected,1523,,1
sáfrány,"2,6,6-trimethyl-1,3-cyclohexadiene-1-carbaldehyde",Undirected,1524,,1
sáfrány,ketoisophorone,Undirected,1525,,1
sáfrány,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,1526,,1
sáfrány,Laska,Undirected,1527,,1
sáfrány,Törött lév,Undirected,1528,,1
sáfrány,Savanyú lév,Undirected,1529,,1
sáfrány,Német lév,Undirected,1530,,1
sáfrány,Röstölt lév,Undirected,1531,,1
sáfrány,Spékkel,Undirected,1532,,1
sáfrány,"Klödör, azaz gombóc",Undirected,1533,,1
sáfrány,Kenyér-kása,Undirected,1534,,1
sáfrány,Éles lév,Undirected,1535,,1
sáfrány,Tüdőkása,Undirected,1536,,1
sáfrány,Ludas kása,Undirected,1537,,1
sáfrány,Sárga lév,Undirected,1538,,1
sáfrány,Töltött tyúk,Undirected,1539,,1
sáfrány,Tárkonnyal,Undirected,1540,,1
sáfrány,"Zsufa, azaz savanyú mártás",Undirected,1541,,1
sáfrány,Vendég-lév,Undirected,1542,,1
sáfrány,Galuska,Undirected,1543,,1
sáfrány,Bárányhúst német módon,Undirected,1544,,1
sáfrány,Téjfellel,Undirected,1545,,1
sáfrány,Karbonáta,Undirected,1546,,1
sáfrány,"Kappan-lév, azaz ivartalanított kakas-lé",Undirected,1547,,1
sáfrány,Madár-lév,Undirected,1548,,1
sáfrány,Gyümölcs-lév,Undirected,1549,,1
sáfrány,"Leány-sarjával, azaz friss tormahajtással",Undirected,1550,,1
sáfrány,"Meggy-sása, azaz meggy-mártás, sült alá",Undirected,1551,,1
sáfrány,Töltött malac,Undirected,1552,,1
sáfrány,Bárányhús pirítva,Undirected,1553,,1
sáfrány,Töltelék,Undirected,1554,,1
sáfrány,"Malozsa-lév, azaz mazsola-mártás sült alá",Undirected,1555,,1
sáfrány,Töltött cipó,Undirected,1556,,1
sáfrány,"Spanior lév, azaz spanyol lé",Undirected,1557,,1
sáfrány,Egres-béles,Undirected,1558,,1
sáfrány,Kenyér-torta,Undirected,1559,,1
sáfrány,Bába-kenyér,Undirected,1560,,1
sáfrány,Olasz kolbász,Undirected,1561,,1
sáfrány,"Tejes klödör, azaz tejes gombóc",Undirected,1562,,1
sáfrány,Hajtott tejes étek,Undirected,1563,,1
sáfrány,"Tyúkmony-lév, azaz tojás-lé",Undirected,1564,,1
sáfrány,Boros leves,Undirected,1565,,1
sáfrány,Rák töltve,Undirected,1566,,1
sáfrány,Rák-sajt,Undirected,1567,,1
sáfrány,Rák tejfellel,Undirected,1568,,1
sáfrány,Német tejes étek,Undirected,1569,,1
sáfrány,Barack-fánk,Undirected,1570,,1
sáfrány,Birsalma-pástétom,Undirected,1571,,1
sáfrány,Káposzta ikrával,Undirected,1572,,1
sáfrány,Koldus-lév,Undirected,1573,,1
sáfrány,Ég-lév,Undirected,1574,,1
sáfrány,Zsákvászonnal,Undirected,1575,,1
sáfrány,Gutta-lév,Undirected,1576,,1
sáfrány,"Szíjalt rák, azaz keskeny szeletre vágott rák",Undirected,1577,,1
sáfrány,Lengyel cibre,Undirected,1578,,1
sáfrány,Bot-lév,Undirected,1579,,1
sáfrány,"Lémonyával, azaz citrommal",Undirected,1580,,1
sáfrány,Törött lével hal,Undirected,1581,,1
sáfrány,Ecetes cibre,Undirected,1582,,1
sáfrány,Vizát viza-lével,Undirected,1583,,1
sáfrány,Báránybél édes téjjel,Undirected,1584,,1
sáfrány,Sódar gyümölcsös lével,Undirected,1585,,1
sáfrány,Malac hidegen,Undirected,1586,,1
sáfrány,"Gyömbéres sása, azaz gyömbéres mártás",Undirected,1587,,1
sáfrány,Dinnye-torta,Undirected,1588,,1
sáfrány,Zsemlye-galuska,Undirected,1589,,1
Tehénhús-lév,fehér kenyér,Undirected,1590,,1
Tehénhús-lév,tojás,Undirected,1591,,1
Tehénhús-lév,marhahúsleves,Undirected,1592,,1
Tehénhús-lév,főtt marhahús,Undirected,1593,,1
fehér kenyér,furfural,Undirected,1594,,1
fehér kenyér,"Kukrejttel, azaz borecetes, fenyőmagvas mártással",Undirected,1595,,1
fehér kenyér,Törött lév,Undirected,1596,,1
fehér kenyér,Kenyér-kása,Undirected,1597,,1
fehér kenyér,Vendég-lév,Undirected,1598,,1
fehér kenyér,Gyümölcs-lév,Undirected,1599,,1
fehér kenyér,"Meggy-sása, azaz meggy-mártás, sült alá",Undirected,1600,,1
fehér kenyér,"Dió-sása, azaz dió-mártás",Undirected,1601,,1
fehér kenyér,Téjfel-kenyér,Undirected,1602,,1
fehér kenyér,Tálban főtt,Undirected,1603,,1
fehér kenyér,Makaróni,Undirected,1604,,1
fehér kenyér,Boros kenyér,Undirected,1605,,1
fehér kenyér,"Mondola-klödör, azaz mandula-gombóc",Undirected,1606,,1
fehér kenyér,"Mondola-lév, azaz mandula-lé",Undirected,1607,,1
fehér kenyér,Vizát viza-lével,Undirected,1608,,1
furfural,kenyér,Undirected,1609,,1
furfural,zsemlemorzsa,Undirected,1610,,1
furfural,tészta,Undirected,1611,,1
furfural,metélt tészta,Undirected,1612,,1
furfural,keményítő,Undirected,1613,,1
furfural,pirított kenyér,Undirected,1614,,1
furfural,vízben áztatott kenyér,Undirected,1615,,1
tojás,hydrogen sulfide,Undirected,1616,,1
tojás,Kaszás lév,Undirected,1617,,1
tojás,Laska,Undirected,1618,,1
tojás,Savanyú lév,Undirected,1619,,1
tojás,Tüdő rántva,Undirected,1620,,1
tojás,Spékkel,Undirected,1621,,1
tojás,"Klödör, azaz gombóc",Undirected,1622,,1
tojás,"Berbécsfő-saláta, azaz juhfej-saláta",Undirected,1623,,1
tojás,"Szömörcsök-lév, azaz kucsmagomba-lé",Undirected,1624,,1
tojás,Kenyér-kása,Undirected,1625,,1
tojás,Tüdőkása,Undirected,1626,,1
tojás,Tárkonnyal,Undirected,1627,,1
tojás,"Zsufa, azaz savanyú mártás",Undirected,1628,,1
tojás,Bárányfő rántva,Undirected,1629,,1
tojás,Galuska,Undirected,1630,,1
tojás,"Ecettel, hagymával",Undirected,1631,,1
tojás,Bárányfő hidegen,Undirected,1632,,1
tojás,Téjfellel,Undirected,1633,,1
tojás,Karbonáta,Undirected,1634,,1
tojás,"Leány-sarjával, azaz friss tormahajtással",Undirected,1635,,1
tojás,Töltött malac,Undirected,1636,,1
tojás,Töltelék,Undirected,1637,,1
tojás,Sült pástétom,Undirected,1638,,1
tojás,Tálban főtt,Undirected,1639,,1
tojás,Új káposzta tejben,Undirected,1640,,1
tojás,Zsemlye-kása,Undirected,1641,,1
tojás,Alma-étek,Undirected,1642,,1
tojás,Makaróni,Undirected,1643,,1
tojás,Olasz makaróni,Undirected,1644,,1
tojás,Töltött cipó,Undirected,1645,,1
tojás,Bába-fánk,Undirected,1646,,1
tojás,"Körtvély-béles, azaz körte-béles",Undirected,1647,,1
tojás,Kenyér-torta,Undirected,1648,,1
tojás,Bába-kenyér,Undirected,1649,,1
tojás,Rántott rizskása,Undirected,1650,,1
tojás,Olasz kolbász,Undirected,1651,,1
tojás,"Boros szérdék, azaz boros aludttej",Undirected,1652,,1
tojás,"Tyúkmony-zsufa, azaz tojásos savanyú mártás",Undirected,1653,,1
tojás,"Tejes klödör, azaz tejes gombóc",Undirected,1654,,1
tojás,Sûrû tejes étek,Undirected,1655,,1
tojás,"Lábbogó, azaz lebegő tejes étek",Undirected,1656,,1
tojás,Vagdalt étek,Undirected,1657,,1
tojás,Túrós étek,Undirected,1658,,1
